"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP3wt_rep1"	"IGF2BP3wt_rep2"	"IGF2BP3I474M_rep1"	"IGF2BP3I474M_rep2"	"IGF2BP3R525C_rep1"	"IGF2BP3R525C_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr16"	18792477	18792485	"IGF2BP3I474M_final"	"-"	0.6075	0.81	5.45	7.055	0	0.66	"ENSG00000170540.15"	"ARL6IP1"	"protein_coding"	"3UTR"
"chr16"	18792620	18792628	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	18.61285714	24.53333333	0	19.03142857	16.64	8.556666667	"ENSG00000170540.15"	"ARL6IP1"	"protein_coding"	"3UTR"
"chr16"	18792676	18792684	"IGF2BP3wt_final"	"-"	5.552857143	4.76	0	0.9914285714	0	0	"ENSG00000170540.15"	"ARL6IP1"	"protein_coding"	"3UTR"
"chr16"	18792802	18792810	"IGF2BP3I474M_final"	"-"	11.51571429	11.772	10.405	5.03	10.224	1.254	"ENSG00000170540.15"	"ARL6IP1"	"protein_coding"	"3UTR"
"chr16"	18793190	18793198	"IGF2BP3wt_final"	"-"	11.49142857	29.765	0.24	7.636	15.645	0	"ENSG00000170540.15"	"ARL6IP1"	"protein_coding"	"3UTR"
"chr16"	18815476	18815484	"IGF2BP3R525C_final"	"-"	1.356	3.66	2.59	4.188	5.74	9.4775	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	18817439	18817447	"IGF2BP3wt_final"	"-"	16.265	13.725	7.345	2.633333333	0.66	3.936666667	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	18829699	18829707	"IGF2BP3I474M_final"	"-"	7.56	15.29142857	11.716	10.64	1.185	0.436	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	18834408	18834416	"IGF2BP3wt_final"	"-"	10.868	8.635	7.806666667	1.84	1.52	0.16	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	18836012	18836020	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	3.8	4.42	5.38	2.796666667	13.04666667	11.50142857	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	18854681	18854692	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	9.683333333	11.8875	3.534285714	6.942857143	2.543333333	0.555	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	18872184	18872192	"IGF2BP3I474M_final"	"-"	0.88	0	4.646666667	3.88	0.57	1.835	"ENSG00000157106.17"	"SMG1"	"protein_coding"	"CDS"
"chr16"	19012172	19012181	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	20.88	14.1	11.155	6.35	11.676	9.823333333	"ENSG00000207167.1"	"RNU6-1340P"	"snRNA"	"exon"
"chr16"	20737058	20737066	"IGF2BP3wt_final"	"-"	6.788333333	13.96857143	4.628571429	0.416	10.976	1.5725	"ENSG00000066654.14"	"THUMPD1"	"protein_coding"	"CDS"
"chr16"	23090750	23090758	"IGF2BP3wt_final"	"-"	12.65	15.425	0.1	6.72	1.3	3.315	"ENSG00000103404.14"	"USP31"	"protein_coding"	"CDS"
"chr16"	23445830	23445838	"IGF2BP3I474M_final"	"-"	3.1	5.32	10.66666667	7.186666667	0	3.305	"ENSG00000168434.13"	"COG7"	"protein_coding"	"CDS"
"chr16"	23491711	23491720	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	6.488333333	12.45285714	1.984	5.155	10.09333333	9.538333333	"ENSG00000103365.15"	"GGA2"	"protein_coding"	"CDS"
"chr16"	23572018	23572026	"IGF2BP3I474M_final"	"+"	12.12	12.12	6.96	3.74	7.56	5.665	"ENSG00000103353.16"	"UBFD1"	"protein_coding"	"3UTR"
"chr16"	23573468	23573476	"IGF2BP3wt_final"	"+"	6.615	7.17	10.48	6.113333333	5.54	1.17	"ENSG00000103353.16"	"UBFD1"	"protein_coding"	"3UTR"
"chr16"	23587212	23587220	"IGF2BP3wt_final"	"-"	29.46	24.24428571	0	0	11.45142857	1.478333333	"ENSG00000004779.10"	"NDUFAB1"	"protein_coding"	"CDS"
"chr16"	23626256	23626264	"IGF2BP3I474M_final"	"-"	0.17	6.06	5.93	7.632	0.57	3.83	"ENSG00000083093.10"	"PALB2"	"protein_coding"	"CDS"
"chr16"	23668065	23668073	"IGF2BP3R525C_final"	"+"	13.866	2.625	4.196	6.33	11.052	8.813333333	"ENSG00000166847.10"	"DCTN5"	"protein_coding"	"3UTR"
"chr16"	23668176	23668184	"IGF2BP3I474M_final"	"+"	2.84	4.586666667	11.26666667	12.872	0.99	8.42	"ENSG00000166847.10"	"DCTN5"	"protein_coding"	"3UTR"
"chr16"	23689503	23689511	"IGF2BP3wt_final"	"+"	8.835	7.4475	0	2.54	2.46	2.8325	"ENSG00000166851.15"	"PLK1"	"protein_coding"	"CDS"
"chr16"	28121739	28121747	"IGF2BP3R525C_final"	"-"	14.67666667	2.11	0	3.448	18.808	10.435	"ENSG00000169180.12"	"XPO6"	"protein_coding"	"CDS"
"chr16"	28390533	28390542	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	33.294	40.25	34.13333333	40.00666667	34.92	36.75	"ENSG00000205609.13"	"EIF3CL"	"protein_coding"	"CDS"
"chr16"	28391766	28391774	"IGF2BP3R525C_final"	"-"	25.38833333	23.16833333	21.74	21.032	30.75714286	25.626	"ENSG00000205609.13"	"EIF3CL"	"protein_coding"	"CDS"
"chr16"	28403520	28403536	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	9.99	16.095	9.333333333	8.844	13.2	8.645	"ENSG00000205609.13"	"EIF3CL"	"protein_coding"	"CDS"
"chr16"	28714092	28714100	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	64.475	64.68	29.26666667	81.63428571	60.54857143	48.72666667	"ENSG00000288630.1"	"AC009093.11"	"lncRNA"	"intron"
"chr16"	28714652	28714660	"IGF2BP3I474M_final"	"+"	23.57857143	31.075	33.01428571	63.168	49.51	32.30142857	"ENSG00000184110.15"	"EIF3C"	"protein_coding"	"CDS"
"chr16"	28714920	28714931	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"+"	52.7075	61.2225	59	81.70222222	69.15111111	69.6875	"ENSG00000288630.1"	"AC009093.11"	"lncRNA"	"intron"
"chr16"	28715320	28715328	"IGF2BP3I474M_final"	"+"	116.0525037	113.1628557	122.9333317	137.14	121.4685714	114.718	"ENSG00000184110.15"	"EIF3C"	"protein_coding"	"CDS"
"chr16"	28723168	28723176	"IGF2BP3R525C_final"	"+"	17.67666667	29.8775	15.4	20.65	17.50666667	22.14333333	"ENSG00000184110.15"	"EIF3C"	"protein_coding"	"CDS"
"chr16"	28724772	28724784	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	11.73	13.89666667	27.98222222	16.85666667	10.8975	12.64	"ENSG00000288630.1"	"AC009093.11"	"lncRNA"	"intron"
"chr16"	28724930	28724938	"IGF2BP3R525C_final"	"+"	17.415	13.872	22.60666667	20.722	22.188	24.10285714	"ENSG00000184110.15"	"EIF3C"	"protein_coding"	"CDS"
"chr16"	28734673	28734682	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	12.462	21.555	23.14857143	14.46	4.48	7.33	"ENSG00000288630.1"	"AC009093.11"	"lncRNA"	"intron"
"chr16"	28734776	28734788	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	19.4625	28.98666667	17.47	14.53	13.72	7.74	"ENSG00000288630.1"	"AC009093.11"	"lncRNA"	"intron"
"chr16"	28833218	28833226	"IGF2BP3I474M_final"	"+"	4.918	14.76857143	13.96	18.645	5.176	2.3075	"ENSG00000168488.18"	"ATXN2L"	"protein_coding"	"CDS"
"chr16"	28837166	28837178	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	17.516	14.55454545	21.19111111	15.01333333	21.89090909	10.729	"ENSG00000168488.18"	"ATXN2L"	"protein_coding"	"3UTR"
"chr16"	28844457	28844465	"IGF2BP3R525C_final"	"-"	8.556	1.674	3.97	3.825	9.12	20.035	"ENSG00000178952.11"	"TUFM"	"protein_coding"	"CDS"
"chr16"	29694824	29694832	"IGF2BP3wt_final"	"+"	8.124	5.238	0	0.53	3.6	0	"ENSG00000103485.19"	"QPRT"	"protein_coding"	"CDS"
"chr16"	29807387	29807395	"IGF2BP3wt_final"	"+"	3.945	4.18	0	15.475	5.777142857	0.542	"ENSG00000103495.14"	"MAZ"	"protein_coding"	"CDS"
"chr16"	29808248	29808256	"IGF2BP3I474M_final"	"+"	2.841428571	10.97142857	10.48	7.837142857	4.277142857	1.358571429	"ENSG00000103495.14"	"MAZ"	"protein_coding"	"CDS"
"chr16"	29808270	29808278	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	8.385714286	17.26571429	8.863333333	4.991428571	9.932	6.715	"ENSG00000103495.14"	"MAZ"	"protein_coding"	"CDS"
"chr16"	30067250	30067258	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	6.18	29.73375	3.594285714	18.31	12.2325	18.97714286	"ENSG00000149925.22"	"ALDOA"	"protein_coding"	"CDS"
"chr16"	30067476	30067485	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	81.55875	92.64000556	108.9155567	26.8	10.38	7.205555556	"ENSG00000149925.22"	"ALDOA"	"protein_coding"	"CDS"
"chr16"	30083656	30083664	"IGF2BP3R525C_final"	"+"	5.23	4.305	0.4466666667	0	6.06	5.8375	"ENSG00000149923.14"	"PPP4C"	"protein_coding"	"CDS"
"chr16"	30419731	30419739	"IGF2BP3R525C_final"	"-"	21.258	6.946666667	15.4	10.6	18.38666667	8.4	"ENSG00000199787.1"	"SNORA80C"	"snoRNA"	"exon"
"chr16"	30443902	30443910	"IGF2BP3wt_final"	"-"	20.28857143	16.9	6.048571429	4.416666667	5.265	9.583333333	"ENSG00000179918.19"	"SEPHS2"	"protein_coding"	"3UTR"
"chr16"	31037538	31037548	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	17.76	7.77	18.2	13.4	1.32	17.29	"ENSG00000103496.15"	"STX4"	"protein_coding"	"intron"
"chr16"	31093334	31093342	"IGF2BP3R525C_final"	"-"	5.8275	15.91	9.8	1.34	11.88	11.305	"ENSG00000167397.15"	"VKORC1"	"protein_coding"	"CDS"
"chr16"	31120234	31120242	"IGF2BP3I474M_final"	"+"	10.07833333	0	5.314285714	8.428	0	0	"ENSG00000103510.20"	"KAT8"	"protein_coding"	"CDS"
"chr16"	31185929	31185937	"IGF2BP3wt_final"	"+"	13.52571429	7.475	1.513333333	1.325	13.16666667	9.835	"ENSG00000089280.19"	"FUS"	"protein_coding"	"intron"
"chr16"	31187092	31187100	"IGF2BP3wt_final"	"+"	9.19	8.342	2.195	0	0.41	3.3675	"ENSG00000089280.19"	"FUS"	"protein_coding"	"intron"
"chr16"	31187710	31187718	"IGF2BP3I474M_final"	"+"	7.948333333	2.302	11.74285714	4.32	0	9.692	"ENSG00000089280.19"	"FUS"	"protein_coding"	"intron"
"chr16"	31191538	31191546	"IGF2BP3wt_final"	"+"	34.49142857	21.80571429	0	19.71333333	2.125714286	2.9875	"ENSG00000089280.19"	"FUS"	"protein_coding"	"3UTR"
"chr16"	46660552	46660560	"IGF2BP3wt_final"	"-"	14.43	17.945	6.3	9.38	7.26	3.99	"ENSG00000069329.18"	"VPS35"	"protein_coding"	"CDS"
"chr16"	46674385	46674400	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	25.785	15.078	8.384	6.653333333	10.62666667	8.981666667	"ENSG00000069329.18"	"VPS35"	"protein_coding"	"CDS"
"chr16"	46677344	46677354	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	13.90125	13.31125	11.96	6.453333333	0	3.691428571	"ENSG00000069329.18"	"VPS35"	"protein_coding"	"CDS"
"chr16"	46679112	46679121	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	14.34	10.788	6.26	6.688	8.44	7.3275	"ENSG00000069329.18"	"VPS35"	"protein_coding"	"CDS"
"chr16"	46906941	46906949	"IGF2BP3wt_final"	"+"	7.231666667	8.368	5.84	7.325	3.16	3.916	"ENSG00000166123.14"	"GPT2"	"protein_coding"	"CDS"
"chr16"	46930951	46930959	"IGF2BP3wt_final"	"+"	7.236	10.455	6.96	6.866666667	1.08	4.556666667	"ENSG00000166123.14"	"GPT2"	"protein_coding"	"3UTR"
"chr16"	47596404	47596412	"IGF2BP3I474M_final"	"+"	5.8425	0.255	4.62	3	1.08	5.121428571	"ENSG00000102893.16"	"PHKB"	"protein_coding"	"CDS"
"chr16"	47698494	47698502	"IGF2BP3I474M_final"	"+"	0.14	0.2933333333	4.435	3.872	1.93	2.6	"ENSG00000102893.16"	"PHKB"	"protein_coding"	"CDS"
"chr16"	48262834	48262844	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	8.837142857	10.34625	9.945714286	2.132	7.85	2.01	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	48270068	48270076	"IGF2BP3wt_final"	"+"	5.274	12	10.896	2.14	0	1.21	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	50561239	50561247	"IGF2BP3wt_final"	"+"	4.554	5.6375	2.86	2.95	0.32	4.24	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50563134	50563142	"IGF2BP3wt_final"	"+"	4.124	8.018571429	9.7	0.006666666667	0	1.65	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50616242	50616250	"IGF2BP3R525C_final"	"+"	0	1.365	0.9266666667	0	4.6	5.362	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50627174	50627182	"IGF2BP3R525C_final"	"+"	9.1	8.4225	4.77	4.32	6.12	7.9025	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50633712	50633720	"IGF2BP3I474M_final"	"+"	0	0	7.65	10.412	1.335	0	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"CDS"
"chr16"	50634526	50634534	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	15.75285714	12.378	4.273333333	5.411428571	8.036666667	1.758	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"3UTR"
"chr16"	52438929	52438937	"IGF2BP3R525C_final"	"-"	8.88	8.88	7.7	4.02	11.44	11.97	"ENSG00000103460.17"	"TOX3"	"protein_coding"	"3UTR"
"chr16"	53467143	53467151	"IGF2BP3wt_final"	"+"	7.296	3.825	5.9	2.96	0	1.723333333	"ENSG00000103479.17"	"RBL2"	"protein_coding"	"CDS"
"chr16"	56429562	56429570	"IGF2BP3wt_final"	"-"	11.52	13.185	0	5.61	10.68	2.845	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56430755	56430763	"IGF2BP3wt_final"	"-"	7.05	9.27	4.36	5.928	3.291428571	8.501666667	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56476232	56476240	"IGF2BP3I474M_final"	"+"	11.27166667	0	21.65	4.22	6.253333333	0.912	"ENSG00000087263.17"	"OGFOD1"	"protein_coding"	"3UTR"
"chr16"	56627008	56627020	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	18.38	14.78727273	9.386	1.6175	3.972	4.905	"ENSG00000169715.15"	"MT1E"	"protein_coding"	"3UTR"
"chr16"	56837635	56837643	"IGF2BP3wt_final"	"+"	12.942	6.615	12.23	5.89	8.4	8.263333333	"ENSG00000102900.13"	"NUP93"	"protein_coding"	"CDS"
"chr16"	57204548	57204556	"IGF2BP3R525C_final"	"+"	0	6.4125	0.1	0.46	7.06	11.1	"ENSG00000159579.14"	"RSPRY1"	"protein_coding"	"5UTR"
"chr16"	57256657	57256665	"IGF2BP3wt_final"	"-"	6.87	9.24	1.39	3.175	12.52	3.75	"ENSG00000102934.10"	"PLLP"	"protein_coding"	"3UTR"
"chr16"	58021132	58021140	"IGF2BP3wt_final"	"+"	7.3425	6.2325	0.7	0.67	2.55	0	"ENSG00000103005.12"	"USB1"	"protein_coding"	"3UTR"
"chr16"	58046513	58046521	"IGF2BP3wt_final"	"+"	13.866	8.094	2.333333333	3.28	6.54	6.153333333	"ENSG00000102996.5"	"MMP15"	"protein_coding"	"3UTR"
"chr16"	58160696	58160704	"IGF2BP3wt_final"	"-"	6.67	8.245	0.445	4.812	0	0	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"intron"
"chr16"	58163556	58163570	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	8.058	7.17	1.39	0	7.08	10.25833333	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"intron"
"chr16"	58166584	58166592	"IGF2BP3wt_final"	"-"	10.3275	8.802857143	0	0.935	4.992	1.755	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"CDS"
"chr16"	58186801	58186809	"IGF2BP3wt_final"	"-"	14.35714286	4.91	3.03	13.58857143	5.342857143	3.964285714	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"CDS"
"chr16"	58520916	58520924	"IGF2BP3wt_final"	"-"	6.925714286	10.77	4.175	4.18	4.6	4.246666667	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"3UTR"
"chr16"	58532000	58532008	"IGF2BP3wt_final"	"-"	13.15714286	11.9175	6.684	3.775	7.596	1.13	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58539894	58539902	"IGF2BP3I474M_final"	"-"	10.854	10.6875	4.84	19.68	0	4.84	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58542264	58542272	"IGF2BP3wt_final"	"-"	6.558	8.778	2.748	13.15	3.74	0.2166666667	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58543768	58543776	"IGF2BP3R525C_final"	"-"	0.55	2.025	0.48	0	6.257142857	10.85333333	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58547288	58547296	"IGF2BP3I474M_final"	"-"	4.583333333	8.5975	7.6	20.12333333	1.928	11.2925	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58547570	58547582	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	13.73	16.596	11.736	20.26	4.725	12.80888889	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58549774	58549782	"IGF2BP3wt_final"	"-"	25.145	32.29714286	11.77333333	0	0.75	10.93	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58551185	58551193	"IGF2BP3wt_final"	"-"	6.28	3.696	0	0	0.84	0	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58559799	58559807	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	78.07124875	76.6837525	11.90625	16.68875	34.69125	41.30625	"ENSG00000206952.3"	"SNORA50A"	"snoRNA"	"exon"
"chr16"	58580636	58580644	"IGF2BP3R525C_final"	"-"	0	1.143333333	3.123333333	1.72	8.614285714	22.91	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58580683	58580691	"IGF2BP3wt_final"	"-"	18.97125	10.87	1.3275	4.715	3.642857143	12.34714286	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58581359	58581367	"IGF2BP3wt_final"	"-"	9.51	11.63	0.788	6.07	2.16	0.702	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58581446	58581454	"IGF2BP3wt_final"	"-"	13.73857143	9.686666667	4.64	0	0	1.848	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58585436	58585444	"IGF2BP3I474M_final"	"-"	0.965	0.525	7.99	4.605	0	0.202	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58587220	58587232	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	18.12333333	10.708	0.5266666667	9.615	7.402857143	9.742	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58707948	58707956	"IGF2BP3R525C_final"	"-"	0	0	1.513333333	0	3.716666667	5.9525	"ENSG00000125166.13"	"GOT2"	"protein_coding"	"3UTR"
"chr16"	58716087	58716095	"IGF2BP3wt_final"	"-"	4.605	15.432	0	3.2	0.384	8.754285714	"ENSG00000125166.13"	"GOT2"	"protein_coding"	"CDS"
"chr16"	66613038	66613046	"IGF2BP3R525C_final"	"+"	2.175	10.13	0	5.89	9.06	10.48	"ENSG00000140931.20"	"CMTM3"	"protein_coding"	"3UTR"
"chr16"	66809017	66809025	"IGF2BP3wt_final"	"-"	13.70142857	8.31	13.45666667	15.37	8.99	4.263333333	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	67321716	67321728	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	204.48	279.96002	295.960005	187.289995	180.89999	169.12	"ENSG00000168676.11"	"KCTD19"	"protein_coding"	"intron"
"chr16"	68122568	68122583	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	24.0075	39.5475	32.84	20.79666667	16.4	16.24	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68126506	68126514	"IGF2BP3wt_final"	"+"	6.774	5.26	2.75	11.075	7.185	0.2125	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	69463211	69463219	"IGF2BP3wt_final"	"+"	16.10285714	10.5925	7.96	1.38	7.84	1.975	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69463732	69463744	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	36.079	54.838	30.714	27.76666667	39.54727273	46.9725	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69670007	69670015	"IGF2BP3R525C_final"	"+"	3.65	0.55	0	0	7.31	3.415	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"CDS"
"chr16"	69693386	69693394	"IGF2BP3R525C_final"	"+"	1.7475	1.86	3.475	0	7.26	14.0575	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"CDS"
"chr16"	69704600	69704608	"IGF2BP3wt_final"	"+"	7.215	13.69	4.9	1.34	1.98	0	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69710863	69710871	"IGF2BP3R525C_final"	"-"	9.897142857	13.23142857	10.8	10.46	20.74	9.52	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"3UTR"
"chr16"	69710991	69711000	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"-"	19.638	33.055	19.21666667	5.95	28.992	37.81333333	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"CDS"
"chr16"	69711218	69711226	"IGF2BP3R525C_final"	"-"	13.3375	37.89625	2.927142857	9.772857143	31.80714286	29.23571429	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"CDS"
"chr16"	69718380	69718389	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	51.31125	22.24	27.92666667	11.05428571	18.14571429	8.661111111	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"CDS"
"chr16"	70253312	70253320	"IGF2BP3wt_final"	"-"	7.116	2.67	2.577142857	1.371428571	1.368	2.106	"ENSG00000090861.17"	"AARS1"	"protein_coding"	"CDS"
"chr16"	70267743	70267751	"IGF2BP3I474M_final"	"-"	0	4.16	17.54	12.25333333	4.191428571	4.88625	"ENSG00000090861.17"	"AARS1"	"protein_coding"	"CDS"
"chr16"	70267761	70267772	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	8.011428571	20.22666667	13.14857143	10.052	10.41142857	30.42571429	"ENSG00000090861.17"	"AARS1"	"protein_coding"	"CDS"
"chr16"	70270310	70270318	"IGF2BP3R525C_final"	"-"	8.65	16.05	11.6	1.38	10.81	18.6	"ENSG00000090861.17"	"AARS1"	"protein_coding"	"CDS"
"chr16"	70277120	70277128	"IGF2BP3I474M_final"	"-"	12.19857143	31.38571429	23.764	9.5	7.473333333	11.25142857	"ENSG00000090861.17"	"AARS1"	"protein_coding"	"CDS"
"chr16"	70512260	70512268	"IGF2BP3I474M_final"	"-"	0	0.105	3.45	11.64	0	1.09	"ENSG00000103051.20"	"COG4"	"protein_coding"	"CDS"
"chr16"	70538030	70538042	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	49.91499917	51.65333333	16.23833333	35.31454545	25.446	26.215	"ENSG00000221066.1"	"SNORD111"	"snoRNA"	"exon"
"chr16"	70538372	70538384	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	11.21111111	12.86714286	3.033333333	1.228571429	5.284444444	5.891	"ENSG00000189091.13"	"SF3B3"	"protein_coding"	"CDS"
"chr16"	70554474	70554482	"IGF2BP3wt_final"	"+"	5.285	3.99	0	0	0.88	0	"ENSG00000189091.13"	"SF3B3"	"protein_coding"	"CDS"
"chr16"	70554532	70554540	"IGF2BP3wt_final"	"+"	12.87	9.87	1.722857143	0	7.12	0.1525	"ENSG00000189091.13"	"SF3B3"	"protein_coding"	"CDS"
"chr16"	70571682	70571690	"IGF2BP3I474M_final"	"+"	8.563333333	30.24166667	50.13333333	40.97666667	30.304	0.9625	"ENSG00000189091.13"	"SF3B3"	"protein_coding"	"CDS"
"chr16"	70571743	70571751	"IGF2BP3wt_final"	"+"	20.33285714	10.13833333	5.936	0	2.105714286	5.598571429	"ENSG00000189091.13"	"SF3B3"	"protein_coding"	"CDS"
"chr16"	70572125	70572133	"IGF2BP3wt_final"	"+"	12.43	17.394	3.085	3.416	1.575	0	"ENSG00000189091.13"	"SF3B3"	"protein_coding"	"3UTR"
"chr16"	70661450	70661458	"IGF2BP3wt_final"	"-"	6.375	6.072	7.63	3.106666667	3.045	5.34	"ENSG00000132613.15"	"MTSS2"	"protein_coding"	"3UTR"
"chr16"	70662853	70662861	"IGF2BP3R525C_final"	"-"	3.99	2.73	10.71333333	4.885	10.38	4.273333333	"ENSG00000132613.15"	"MTSS2"	"protein_coding"	"3UTR"
"chr16"	70664328	70664336	"IGF2BP3wt_final"	"-"	7.98	9.222	0	1.944	1.728	0.66	"ENSG00000132613.15"	"MTSS2"	"protein_coding"	"CDS"
"chr16"	70668507	70668515	"IGF2BP3wt_final"	"-"	8.786	8.32	8.92	0.956	3.58	6.305	"ENSG00000132613.15"	"MTSS2"	"protein_coding"	"intron"
"chr16"	71730470	71730478	"IGF2BP3I474M_final"	"-"	4.44	3.885	13.16	12.50666667	4.62	5.32	"ENSG00000166747.13"	"AP1G1"	"protein_coding"	"3UTR"
"chr16"	71731912	71731920	"IGF2BP3wt_final"	"-"	10.535	9.66	0	0.13	0.24	0	"ENSG00000166747.13"	"AP1G1"	"protein_coding"	"3UTR"
"chr16"	71745232	71745240	"IGF2BP3wt_final"	"-"	13.675	9.426	6.053333333	0.67	8.865	0.9975	"ENSG00000166747.13"	"AP1G1"	"protein_coding"	"CDS"
"chr16"	71920788	71920796	"IGF2BP3R525C_final"	"+"	15.904	7.024	2.366666667	10.376	14.11333333	9.365	"ENSG00000182149.21"	"IST1"	"protein_coding"	"CDS"
"chr16"	71921411	71921424	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	19.435	11.637	6.175	7.68	9.133333333	10.015	"ENSG00000182149.21"	"IST1"	"protein_coding"	"CDS"
