UNIQUE;ID;Description;Hs_HEK293-RIC;Hs_HuH7-RIC;Hs_HeLa-RIC;Hs_HeLa-RBDmap;Hs_JURKAT-2018-RIC;Hs_JURKAT-2018-eRIC;Hs_Cyto-eRIC;Hs_Nuc-eRIC
CCNK;ENSG00000090061;"cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CCNT1;ENSG00000129315;"cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CCT2;ENSG00000166226;"chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615]";FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
CCT3;ENSG00000163468;"chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CCT4;ENSG00000115484;"chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]";FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
CCT5;ENSG00000150753;"chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CCT6A;ENSG00000146731;"chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
CCT7;ENSG00000135624;"chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CCT8;ENSG00000156261;"chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CD109;ENSG00000156535;"CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD151;ENSG00000177697;"CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD1E;ENSG00000158488;"CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD276;ENSG00000103855;"CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD2AP;ENSG00000198087;"CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD320;ENSG00000167775;"CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD3EAP;ENSG00000117877;"CD3e molecule associated protein [Source:HGNC Symbol;Acc:HGNC:24219]";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
CD44;ENSG00000026508;"CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CD55;ENSG00000196352;"CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD58;ENSG00000116815;"CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD59;ENSG00000085063;"CD59 molecule [Source:HGNC Symbol;Acc:HGNC:1689]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD81;ENSG00000110651;"CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CD99;ENSG00000002586;"CD99 molecule [Source:HGNC Symbol;Acc:HGNC:7082]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC20;ENSG00000117399;"cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC27;ENSG00000004897;"cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC37;ENSG00000105401;"cell division cycle 37 [Source:HGNC Symbol;Acc:HGNC:1735]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CDC40;ENSG00000168438;"cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC42;ENSG00000070831;"cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC42BPA;ENSG00000143776;"CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC42BPB;ENSG00000198752;"CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC42EP4;ENSG00000179604;"CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC45;ENSG00000093009;"cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC5L;ENSG00000096401;"cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC6;ENSG00000094804;"cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDC73;ENSG00000134371;"cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDH1;ENSG00000039068;"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDH10;ENSG00000040731;"cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDIPT;ENSG00000103502;"CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK1;ENSG00000170312;"cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK11A;ENSG00000008128;"cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK11B;ENSG00000248333;"cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK12;ENSG00000167258;"cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK13;ENSG00000065883;"cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK18;ENSG00000117266;"cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK2;ENSG00000123374;"cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK4;ENSG00000135446;"cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK5;ENSG00000164885;"cyclin dependent kinase 5 [Source:HGNC Symbol;Acc:HGNC:1774]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK5RAP2;ENSG00000136861;"CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK6;ENSG00000105810;"cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK7;ENSG00000134058|ENSG00000277273;"cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDK9;ENSG00000136807;"cyclin dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDKAL1;ENSG00000145996;"CDK5 regulatory subunit associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21050]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDKN2A;ENSG00000147889;"cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDKN2AIP;ENSG00000168564;"CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDS2;ENSG00000101290;"CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CDV3;ENSG00000091527;"CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEBPZ;ENSG00000115816;"CCAAT/enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]";TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
CECR5;ENSG00000069998;"cat eye syndrome chromosome region, candidate 5 [Source:HGNC Symbol;Acc:HGNC:1843]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CELF1;ENSG00000149187;"CUGBP, Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549]";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
CELF2;ENSG00000048740;"CUGBP, Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]";TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
CELF3;ENSG00000159409;"CUGBP, Elav-like family member 3 [Source:HGNC Symbol;Acc:HGNC:11967]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CENPE;ENSG00000138778;"centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CENPF;ENSG00000117724;"centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CENPH;ENSG00000153044;"centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CENPK;ENSG00000123219;"centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CENPM;ENSG00000100162;"centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP128;ENSG00000100629;"centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP131;ENSG00000141577;"centrosomal protein 131 [Source:HGNC Symbol;Acc:HGNC:29511]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP152;ENSG00000103995;"centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP170;ENSG00000143702|ENSG00000276725;"centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP170B;ENSG00000099814;"centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP192;ENSG00000101639;"centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP250;ENSG00000126001;"centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP290;ENSG00000198707;"centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP350;ENSG00000135837;"centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP55;ENSG00000138180;"centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP63;ENSG00000182923;"centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP72;ENSG00000112877|ENSG00000280688;"centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP85;ENSG00000130695;"centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEP97;ENSG00000182504;"centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CEPT1;ENSG00000134255;"choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
CERS1;ENSG00000223802;"ceramide synthase 1 [Source:HGNC Symbol;Acc:HGNC:14253]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CERS2;ENSG00000143418;"ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CERS6;ENSG00000172292;"ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CFAP20;ENSG00000070761;"cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CFAP65;ENSG00000181378;"cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
CFAP97;ENSG00000164323;"cilia and flagella associated protein 97 [Source:HGNC Symbol;Acc:HGNC:29276]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CFDP1;ENSG00000153774;"craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CFL1;ENSG00000172757;"cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]";FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
CFL2;ENSG00000165410;"cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CGN;ENSG00000143375;"cingulin [Source:HGNC Symbol;Acc:HGNC:17429]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CHAF1A;ENSG00000167670;"chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHAF1B;ENSG00000159259;"chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHAMP1;ENSG00000198824;"chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHCHD1;ENSG00000172586;"coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHCHD2;ENSG00000106153;"coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHCHD3;ENSG00000106554;"coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CHCHD4;ENSG00000163528;"coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26467]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHD1;ENSG00000153922;"chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
CHD1L;ENSG00000131778;"chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHD2;ENSG00000173575;"chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
CHD3;ENSG00000170004;"chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]";FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
CHD4;ENSG00000111642;"chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CHD8;ENSG00000100888;"chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHEK1;ENSG00000149554;"checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHEK2;ENSG00000183765;"checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHERP;ENSG00000085872;"calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930]";TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
CHGA;ENSG00000100604|ENSG00000276781;"chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CHMP1A;ENSG00000131165;"charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHMP2A;ENSG00000130724;"charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CHMP2B;ENSG00000083937;"charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHMP4A;ENSG00000254505;"charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:HGNC:20274]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHMP4B;ENSG00000101421;"charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CHMP7;ENSG00000147457;"charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHORDC1;ENSG00000110172;"cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CHPT1;ENSG00000111666;"choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHST14;ENSG00000169105;"carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHTF18;ENSG00000127586;"chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHTF8;ENSG00000168802;"chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CHTOP;ENSG00000160679;"chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]";TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
CHUK;ENSG00000213341;"conserved helix-loop-helix ubiquitous kinase [Source:HGNC Symbol;Acc:HGNC:1974]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CIAO1;ENSG00000144021;"cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CIAPIN1;ENSG00000005194;"cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CIC;ENSG00000079432;"capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CIR1;ENSG00000138433;"corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CIRBP;ENSG00000099622;"cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
CISD1;ENSG00000122873;"CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CISD2;ENSG00000145354;"CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
CIT;ENSG00000122966;"citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CIZ1;ENSG00000148337;"CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CKAP2;ENSG00000136108;"cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CKAP4;ENSG00000136026;"cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]";TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
CKAP5;ENSG00000175216;"cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CKB;ENSG00000166165;"creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CKMT1A;ENSG00000223572;"creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CKMT1B;ENSG00000237289;"creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CLASP1;ENSG00000074054;"cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CLASP2;ENSG00000163539;"cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
CLASRP;ENSG00000104859;"CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CLCC1;ENSG00000121940;"chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CLIC1;ENSG00000206394|ENSG00000213719|ENSG00000223639|ENSG00000226248|ENSG00000226417|ENSG00000226651|ENSG00000230685;"chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CLIC4;ENSG00000169504;"chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CLINT1;ENSG00000113282;"clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CLIP1;ENSG00000130779;"CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
CLK2;ENSG00000176444|ENSG00000261893;"CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
CLK3;ENSG00000179335;"CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
